image,decision,grade
80_0_0_20170111222225975.jpg.chip.jpg,keep,4
80_0_0_20170111223549819.jpg.chip.jpg,keep,5
80_0_0_20170111224036667.jpg.chip.jpg,keep,1
80_0_0_20170117171459531.jpg.chip.jpg,discard,5
80_0_0_20170117172944233.jpg.chip.jpg,keep,2
80_0_0_20170117172950136.jpg.chip.jpg,keep,2
80_0_0_20170117172958840.jpg.chip.jpg,keep,4
80_0_0_20170117173059810.jpg.chip.jpg,keep,3
80_0_0_20170117173234032.jpg.chip.jpg,keep,3
80_0_0_20170117173307368.jpg.chip.jpg,keep,2
80_0_0_20170117173616376.jpg.chip.jpg,discard,5
80_0_0_20170117173628559.jpg.chip.jpg,keep,2
80_0_0_20170117173759783.jpg.chip.jpg,keep,1
80_0_0_20170117173848607.jpg.chip.jpg,keep,3
80_0_0_20170117173919384.jpg.chip.jpg,keep,5
80_0_0_20170117174413373.jpg.chip.jpg,keep,2
80_0_0_20170117174418358.jpg.chip.jpg,keep,4
80_0_0_20170117174434118.jpg.chip.jpg,discard,4
80_0_0_20170117174524277.jpg.chip.jpg,keep,2
80_0_0_20170117174600725.jpg.chip.jpg,keep,1
80_0_0_20170117174755679.jpg.chip.jpg,keep,4
80_0_0_20170117174905374.jpg.chip.jpg,keep,3
80_0_0_20170117175134292.jpg.chip.jpg,keep,2
80_0_0_20170117175148148.jpg.chip.jpg,keep,2
80_0_0_20170117175248197.jpg.chip.jpg,keep,1
80_0_0_20170117175258116.jpg.chip.jpg,keep,4
80_0_0_20170117175301125.jpg.chip.jpg,keep,1
80_0_0_20170117175507859.jpg.chip.jpg,keep,3
80_0_0_20170117175515838.jpg.chip.jpg,keep,2
80_0_0_20170117175522915.jpg.chip.jpg,keep,1
80_0_0_20170117175542908.jpg.chip.jpg,keep,3
80_0_0_20170117175546325.jpg.chip.jpg,keep,2
80_0_0_20170117204632601.jpg.chip.jpg,keep,2
80_0_0_20170119204109399.jpg.chip.jpg,discard,5
80_0_0_20170120223453237.jpg.chip.jpg,keep,1
80_0_0_20170120225045833.jpg.chip.jpg,keep,1
80_1_0_20170109142913604.jpg.chip.jpg,keep,2
80_1_0_20170110122217473.jpg.chip.jpg,keep,4
80_1_0_20170110122234919.jpg.chip.jpg,keep,3
80_1_0_20170110122439310.jpg.chip.jpg,keep,3
80_1_0_20170110125303427.jpg.chip.jpg,keep,1
80_1_0_20170110131358567.jpg.chip.jpg,keep,2
80_1_0_20170110131552667.jpg.chip.jpg,keep,3
80_1_0_20170110131652409.jpg.chip.jpg,keep,2
80_1_0_20170110131703927.jpg.chip.jpg,keep,4
80_1_0_20170110131934630.jpg.chip.jpg,keep,2
80_1_0_20170110131953974.jpg.chip.jpg,keep,4
80_1_0_20170110140603775.jpg.chip.jpg,keep,3
80_1_0_20170110140819226.jpg.chip.jpg,keep,2
80_1_0_20170110140948978.jpg.chip.jpg,keep,4
80_1_0_20170110141320400.jpg.chip.jpg,keep,3
80_1_0_20170110141417728.jpg.chip.jpg,keep,2
80_1_0_20170110141723527.jpg.chip.jpg,keep,5
80_1_0_20170110141751087.jpg.chip.jpg,keep,1
80_1_0_20170110143302067.jpg.chip.jpg,keep,4
80_1_0_20170110151356634.jpg.chip.jpg,keep,5
80_1_0_20170110153259184.jpg.chip.jpg,keep,4
80_1_0_20170110153307958.jpg.chip.jpg,keep,2
80_1_0_20170110154249092.jpg.chip.jpg,keep,3
80_1_0_20170110154540002.jpg.chip.jpg,keep,2
80_1_0_20170110154553925.jpg.chip.jpg,keep,1
80_1_0_20170110154556609.jpg.chip.jpg,keep,2
80_1_0_20170110155128293.jpg.chip.jpg,keep,4
80_1_0_20170110180237499.jpg.chip.jpg,keep,2
80_1_0_20170110180523385.jpg.chip.jpg,keep,3
80_1_0_20170110181333958.jpg.chip.jpg,keep,3
80_1_0_20170110182107291.jpg.chip.jpg,keep,4
80_1_0_20170110182353061.jpg.chip.jpg,keep,3
80_1_0_20170110183129402.jpg.chip.jpg,keep,5
80_1_0_20170110183156137.jpg.chip.jpg,keep,2
80_1_0_20170110183817822.jpg.chip.jpg,keep,2
80_1_0_20170111210442298.jpg.chip.jpg,keep,1
80_1_0_20170117155129695.jpg.chip.jpg,discard,5
80_1_0_20170117175421676.jpg.chip.jpg,keep,4
80_1_0_20170117175552763.jpg.chip.jpg,keep,2
80_1_0_20170117175604677.jpg.chip.jpg,keep,3
80_1_0_20170117175612764.jpg.chip.jpg,keep,3
80_1_0_20170120221022764.jpg.chip.jpg,keep,2
80_1_0_20170120222028750.jpg.chip.jpg,keep,5
80_1_0_20170120222314991.jpg.chip.jpg,keep,5
80_1_0_20170120223534893.jpg.chip.jpg,keep,5
